gamma,U_late,L_gamma,n_vortices_med,R_crystal_mean,R_crystal_std,spacing_mean,spacing_std,n_snapshots,t_max
0.00125,0.0937422306457665,4.21704682680781,40.0,23.89757579465813,0.7693181444640005,4.736281890426589,0.20742133020439785,11,400.0
0.005,0.09341149932154966,2.653445138958548,11.0,10.536468064576699,1.6806243560025393,3.945037526178815,0.5146547092655442,11,400.0
0.02,0.09306606172479598,1.6695026530315709,23.0,19.479347040704905,0.5579285827431412,6.17857013614136,2.351782564358074,11,400.0
